Date,Close
2023-07-18,171.02
2023-07-17,168.59
2023-07-14,165.95
2023-07-13,168.22
2023-07-12,171.12
2023-07-11,172.36
2023-07-10,169.07
2023-07-07,171.65
2023-07-06,170.91
2023-07-05,172.59
2023-07-03,173.09
2023-06-30,173.66
2023-06-29,170.99
2023-06-28,168.37
2023-06-27,172.59
2023-06-26,172.39
2023-06-23,173.72
2023-06-22,175.01
2023-06-21,175.29
2023-06-20,175.56
2023-06-16,176.75
2023-06-15,175.97
2023-06-14,173.55
2023-06-13,176.12
2023-06-12,174.77
2023-06-09,175.6
2023-06-08,174.91
2023-06-07,175.78
2023-06-06,174.95
2023-06-05,174.37
2023-06-02,175.13
2023-06-01,171.3
2023-05-31,169.24
2023-05-30,173.29
2023-05-26,172.29
2023-05-25,173.67
2023-05-24,175.99
2023-05-23,179.31
2023-05-22,181.1
2023-05-19,183.72
2023-05-18,183.34
2023-05-17,181.68
2023-05-16,181.51
2023-05-15,182.81
2023-05-12,182.09
2023-05-11,182.81
2023-05-10,183.16
2023-05-09,183.75
2023-05-08,182.57
2023-05-05,182.3
2023-05-04,179.14
2023-05-03,179.15
2023-05-02,180.53
2023-05-01,181.76
2023-04-28,181.14
2023-04-27,180.25
2023-04-26,176.61
2023-04-25,177.32
2023-04-24,179.13
2023-04-21,179.5
2023-04-20,179.26
2023-04-19,182.57
2023-04-18,172.0
2023-04-17,171.28
2023-04-14,168.37
2023-04-13,173.2
2023-04-12,173.84
2023-04-11,173.55
2023-04-10,172.65
2023-04-06,171.27
2023-04-05,170.31
2023-04-04,168.63
2023-04-03,172.29
2023-03-31,171.41
2023-03-30,170.82
2023-03-29,169.86
2023-03-28,165.88
2023-03-27,166.35
2023-03-24,164.91
2023-03-23,163.86
2023-03-22,166.63
2023-03-21,171.75
2023-03-20,168.71
2023-03-17,165.03
2023-03-16,172.21
2023-03-15,166.49
2023-03-14,171.76
2023-03-13,172.22
2023-03-10,175.68
2023-03-09,173.92
2023-03-08,177.77
2023-03-07,180.37
2023-03-06,183.35
2023-03-03,183.59
2023-03-02,183.19
2023-03-01,184.05
2023-02-28,185.12
2023-02-27,185.33
2023-02-24,185.33
2023-02-23,185.47
2023-02-22,186.12
2023-02-21,185.25
2023-02-17,185.75
2023-02-16,183.06
2023-02-15,185.22
2023-02-14,184.13
2023-02-13,187.6
2023-02-10,186.75
2023-02-09,185.36
2023-02-08,187.39
2023-02-07,189.01
2023-02-06,185.99
2023-02-03,182.76
2023-02-02,181.75
2023-02-01,185.23
2023-01-31,191.12
2023-01-30,187.91
2023-01-27,188.76
2023-01-26,192.11
2023-01-25,190.74
2023-01-24,193.25
2023-01-23,186.36
2023-01-20,185.33
2023-01-19,184.04
2023-01-18,183.63
2023-01-17,185.0
2023-01-13,193.92
2023-01-12,191.99
2023-01-11,191.63
2023-01-10,191.22
2023-01-09,189.12
2023-01-06,193.87
2023-01-05,187.55
2023-01-04,187.23
2023-01-03,187.12
2022-12-30,187.49
2022-12-29,189.44
2022-12-28,188.13
2022-12-27,190.48
2022-12-23,189.48
2022-12-22,187.2
2022-12-21,189.42
2022-12-20,185.79
2022-12-19,183.51
2022-12-16,182.8
2022-12-15,183.57
2022-12-14,186.64
2022-12-13,187.05
2022-12-12,187.11
2022-12-09,185.65
2022-12-08,187.72
2022-12-07,187.12
2022-12-06,187.568
2022-12-05,186.284
2022-12-02,188.603
2022-12-01,188.205
2022-11-30,188.871
2022-11-29,186.284
2022-11-28,185.399
2022-11-25,187.976
2022-11-23,187.08
2022-11-22,186.205
2022-11-21,184.632
2022-11-18,183.647
2022-11-17,182.025
2022-11-16,180.244
2022-11-15,178.612
2022-11-14,181.796
2022-11-11,180.831
2022-11-10,182.393
2022-11-09,181.249
2022-11-08,183.986
2022-11-07,183.219
2022-11-04,182.155
2022-11-03,180.921
2022-11-02,181.408
2022-11-01,181.876
2022-10-31,183.548
2022-10-28,181.06
2022-10-27,176.722
2022-10-26,175.528
2022-10-25,175.219
2022-10-24,178.901
2022-10-21,175.358
2022-10-20,170.025
2022-10-19,173.309
2022-10-18,165.945
2022-10-17,163.985
2022-10-14,162.492
2022-10-13,164.691
2022-10-12,158.373
2022-10-11,158.671
2022-10-10,156.701
2022-10-07,156.104
2022-10-06,158.403
2022-10-05,159.746
2022-10-04,160.671
2022-10-03,156.293
2022-09-30,152.442
2022-09-29,153.915
2022-09-28,152.164
2022-09-27,150.492
2022-09-26,149.855
2022-09-23,154.711
2022-09-22,156.224
2022-09-21,156.283
2022-09-20,160.154
2022-09-19,163.478
2022-09-16,161.527
2022-09-15,163.348
2022-09-14,162.433
2022-09-13,161.418
2022-09-12,164.512
2022-09-09,163.338
2022-09-08,163.696
2022-09-07,162.283
2022-09-06,160.166
2022-09-02,160.977
2022-09-01,161.571
2022-08-31,159.928
2022-08-30,161.729
2022-08-29,163.609
2022-08-26,165.074
2022-08-25,167.191
2022-08-24,166.706
2022-08-23,166.508
2022-08-22,167.349
2022-08-19,170.812
