Date,Close
2023-07-18,149.27
2023-07-17,148.99
2023-07-14,150.05
2023-07-13,148.95
2023-07-12,148.85
2023-07-11,148.08
2023-07-10,148.86
2023-07-07,148.8
2023-07-06,151.99
2023-07-05,152.24
2023-07-03,152.5
2023-06-30,151.74
2023-06-29,149.38
2023-06-28,149.99
2023-06-27,150.02
2023-06-26,148.61
2023-06-23,148.46
2023-06-22,149.95
2023-06-21,149.44
2023-06-20,148.16
2023-06-16,149.54
2023-06-15,148.45
2023-06-14,146.42
2023-06-13,145.06
2023-06-12,145.41
2023-06-09,146.56
2023-06-08,146.44
2023-06-07,144.8
2023-06-06,144.49
2023-06-05,145.94
2023-06-02,146.52
2023-06-01,143.96
2023-05-31,142.5
2023-05-30,143.18
2023-05-26,145.4
2023-05-25,145.39
2023-05-24,146.33
2023-05-23,147.55
2023-05-22,149.16
2023-05-19,153.17
2023-05-18,152.53
2023-05-17,155.08
2023-05-16,155.74
2023-05-15,156.01
2023-05-12,155.96
2023-05-11,154.39
2023-05-10,154.03
2023-05-09,153.71
2023-05-08,155.3
2023-05-05,156.03
2023-05-04,155.51
2023-05-03,156.23
2023-05-02,156.43
2023-05-01,156.57
2023-04-28,156.38
2023-04-27,156.47
2023-04-26,154.58
2023-04-25,156.39
2023-04-24,156.35
2023-04-21,156.07
2023-04-20,150.85
2023-04-19,151.24
2023-04-18,151.21
2023-04-17,151.05
2023-04-14,151.0
2023-04-13,151.77
2023-04-12,151.07
2023-04-11,150.66
2023-04-10,150.96
2023-04-06,152.22
2023-04-05,151.26
2023-04-04,150.23
2023-04-03,149.51
2023-03-31,148.69
2023-03-30,147.45
2023-03-29,146.81
2023-03-28,146.36
2023-03-27,145.95
2023-03-24,146.72
2023-03-23,143.79
2023-03-22,143.99
2023-03-21,144.08
2023-03-20,145.13
2023-03-17,142.93
2023-03-16,142.89
2023-03-15,141.83
2023-03-14,139.85
2023-03-13,138.14
2023-03-10,137.19
2023-03-09,136.57
2023-03-08,137.58
2023-03-07,137.56
2023-03-06,140.35
2023-03-03,140.95
2023-03-02,139.93
2023-03-01,137.66
2023-02-28,137.56
2023-02-27,139.14
2023-02-24,139.26
2023-02-23,140.05
2023-02-22,140.5
2023-02-21,139.91
2023-02-17,140.01
2023-02-16,137.14
2023-02-15,138.96
2023-02-14,139.28
2023-02-13,140.07
2023-02-10,138.26
2023-02-09,137.05
2023-02-08,138.57
2023-02-07,140.02
2023-02-06,141.4
2023-02-03,142.61
2023-02-02,142.17
2023-02-01,143.19
2023-01-31,142.38
2023-01-30,141.01
2023-01-27,140.57
2023-01-26,141.15
2023-01-25,141.72
2023-01-24,141.82
2023-01-23,141.05
2023-01-20,142.97
2023-01-19,142.42
2023-01-18,146.41
2023-01-17,150.44
2023-01-13,150.88
2023-01-12,149.81
2023-01-11,150.66
2023-01-10,151.89
2023-01-09,152.04
2023-01-06,153.92
2023-01-05,150.34
2023-01-04,152.23
2023-01-03,151.57
2022-12-30,151.56
2022-12-29,152.59
2022-12-28,151.96
2022-12-27,153.95
2022-12-23,152.62
2022-12-22,152.19
2022-12-21,151.84
2022-12-20,150.46
2022-12-19,150.4
2022-12-16,150.44
2022-12-15,151.11
2022-12-14,152.84
2022-12-13,152.24
2022-12-12,152.47
2022-12-09,150.92
2022-12-08,151.32
2022-12-07,150.24
2022-12-06,149.28
2022-12-05,149.09
2022-12-02,150.61
2022-12-01,149.25
2022-11-30,149.16
2022-11-29,145.48
2022-11-28,146.6
2022-11-25,146.72
2022-11-23,146.45
2022-11-22,145.62
2022-11-21,144.38
2022-11-18,142.57
2022-11-17,140.87
2022-11-16,141.74
2022-11-15,140.49
2022-11-14,140.98
2022-11-11,140.97
2022-11-10,141.18
2022-11-09,136.48
2022-11-08,136.81
2022-11-07,136.5
2022-11-04,134.44
2022-11-03,132.03
2022-11-02,132.94
2022-11-01,134.88
2022-10-31,134.67
2022-10-28,135.22
2022-10-27,131.88
2022-10-26,131.78
2022-10-25,130.86
2022-10-24,129.37
2022-10-21,128.58
2022-10-20,126.99
2022-10-19,128.647
2022-10-18,127.465
2022-10-17,126.443
2022-10-14,124.199
2022-10-13,125.42
2022-10-12,123.553
2022-10-11,123.355
2022-10-10,122.888
2022-10-07,123.394
2022-10-06,125.589
2022-10-05,128.29
2022-10-04,129.183
2022-10-03,127.604
2022-09-30,125.36
2022-09-29,127.793
2022-09-28,131.05
2022-09-27,131.05
2022-09-26,134.754
2022-09-23,134.625
2022-09-22,135.25
2022-09-21,134.774
2022-09-20,136.531
2022-09-19,137.018
2022-09-16,137.306
2022-09-15,136.471
2022-09-14,137.534
2022-09-13,137.206
2022-09-12,140.106
2022-09-09,138.974
2022-09-08,136.889
2022-09-07,136.71
2022-09-06,134.674
2022-09-02,136.193
2022-09-01,138.656
2022-08-31,136.968
2022-08-30,139.192
2022-08-29,140.692
2022-08-26,141.287
2022-08-25,144.673
2022-08-24,144.792
2022-08-23,145.418
2022-08-22,148.278
2022-08-19,148.675
2022-08-18,148.715
2022-08-17,148.188
2022-08-16,148.873
2022-08-15,147.513
2022-08-12,145.636
2022-08-11,144.236
2022-08-10,145.269
2022-08-09,143.909
2022-08-08,144.246
2022-08-05,143.7
2022-08-04,143.631
2022-08-03,143.859
2022-08-02,140.95
2022-08-01,141.893
2022-07-29,137.931
2022-07-28,147.017
2022-07-27,144.614
2022-07-26,143.253
2022-07-25,142.975
2022-07-22,142.012
2022-07-21,139.778
2022-07-20,139.646
2022-07-19,142.103
2022-07-18,141.383
2022-07-15,143.118
2022-07-14,143.316
2022-07-13,143.74
2022-07-12,142.803
2022-07-11,144.076
2022-07-08,143.07
2022-07-07,144.036
2022-07-06,144.085
2022-07-05,142.754
2022-07-01,144.145
2022-06-30,141.856
2022-06-29,140.287
2022-06-28,139.024
2022-06-27,141.323
2022-06-24,142.408
2022-06-23,140.386
