Date,Close
2023-07-18,316.76
2023-07-17,316.05
2023-07-14,316.5
2023-07-13,314.6
2023-07-12,317.52
2023-07-11,313.66
2023-07-10,310.28
2023-07-07,302.81
2023-07-06,302.02
2023-07-05,310.8
2023-07-03,310.02
2023-06-30,310.64
2023-06-29,307.82
2023-06-28,306.51
2023-06-27,313.74
2023-06-26,307.89
2023-06-23,300.81
2023-06-22,301.18
2023-06-21,300.7
2023-06-20,301.41
2023-06-16,300.38
2023-06-15,302.02
2023-06-14,299.71
2023-06-13,300.08
2023-06-12,300.86
2023-06-09,297.35
2023-06-08,301.09
2023-06-07,301.7
2023-06-06,296.0
2023-06-05,293.1
2023-06-02,295.94
2023-06-01,288.39
2023-05-31,283.45
2023-05-30,292.4
2023-05-26,292.83
2023-05-25,286.75
2023-05-24,291.1
2023-05-23,294.94
2023-05-22,290.66
2023-05-19,290.88
2023-05-18,295.16
2023-05-17,292.39
2023-05-16,282.33
2023-05-15,288.54
2023-05-12,290.47
2023-05-11,287.69
2023-05-10,289.03
2023-05-09,290.58
2023-05-08,287.93
2023-05-05,289.62
2023-05-04,285.75
2023-05-03,293.08
2023-05-02,294.28
2023-05-01,297.7
2023-04-28,300.54
2023-04-27,293.93
2023-04-26,288.07
2023-04-25,296.33
2023-04-24,301.64
2023-04-21,300.04
2023-04-20,298.57
2023-04-19,296.91
2023-04-18,298.95
2023-04-17,295.4
2023-04-14,292.19
2023-04-13,292.15
2023-04-12,290.44
2023-04-11,293.77
2023-04-10,291.17
2023-04-06,288.61
2023-04-05,288.67
2023-04-04,294.96
2023-04-03,297.73
2023-03-31,295.12
2023-03-30,285.36
2023-03-29,283.36
2023-03-28,280.82
2023-03-27,281.27
2023-03-24,283.02
2023-03-23,283.91
2023-03-22,282.61
2023-03-21,289.43
2023-03-20,289.26
2023-03-17,288.39
2023-03-16,286.73
2023-03-15,287.97
2023-03-14,285.57
2023-03-13,286.52
2023-03-10,286.31
2023-03-09,288.0
2023-03-08,291.49
2023-03-07,290.7
2023-03-06,298.21
2023-03-03,298.45
2023-03-02,293.02
2023-03-01,290.79
2023-02-28,296.54
2023-02-27,296.01
2023-02-24,296.66
2023-02-23,299.31
2023-02-22,296.3
2023-02-21,295.5
2023-02-17,317.95
2023-02-16,321.24
2023-02-15,320.69
2023-02-14,318.43
2023-02-13,323.53
2023-02-10,316.54
2023-02-09,315.55
2023-02-08,320.79
2023-02-07,325.2
2023-02-06,329.27
2023-02-03,331.5
2023-02-02,339.79
2023-02-01,328.09
2023-01-31,324.17
2023-01-30,314.24
2023-01-27,316.69
2023-01-26,313.81
2023-01-25,317.26
2023-01-24,317.69
2023-01-23,315.48
2023-01-20,315.0
2023-01-19,310.88
2023-01-18,323.69
2023-01-17,327.53
2023-01-13,331.21
2023-01-12,329.87
2023-01-11,329.0
2023-01-10,320.63
2023-01-09,317.81
2023-01-06,317.53
2023-01-05,315.47
2023-01-04,319.73
2023-01-03,315.91
2022-12-30,315.86
2022-12-29,320.41
2022-12-28,315.73
2022-12-27,319.55
2022-12-23,318.73
2022-12-22,316.12
2022-12-21,319.36
2022-12-20,314.84
2022-12-19,317.33
2022-12-16,323.34
2022-12-15,327.6
2022-12-14,333.43
2022-12-13,332.89
2022-12-12,327.98
2022-12-09,320.48
2022-12-08,324.09
2022-12-07,320.15
2022-12-06,317.45
2022-12-05,320.08
2022-12-02,327.99
2022-12-01,327.07
2022-11-30,323.99
2022-11-29,314.06
2022-11-28,317.002
2022-11-25,324.417
2022-11-23,319.577
2022-11-22,322.926
2022-11-21,314.875
2022-11-18,311.297
2022-11-17,309.567
2022-11-16,313.016
2022-11-15,310.054
2022-11-14,305.074
2022-11-11,313.046
2022-11-10,309.826
2022-11-09,285.026
2022-11-08,289.389
2022-11-07,288.524
2022-11-04,282.322
2022-11-03,279.807
2022-11-02,286.994
2022-11-01,294.28
2022-10-31,294.349
2022-10-28,296.854
2022-10-27,289.31
2022-10-26,288.405
2022-10-25,288.515
2022-10-24,281.557
2022-10-21,273.873
2022-10-20,267.84
2022-10-19,273.833
2022-10-18,283.346
2022-10-17,279.569
2022-10-14,274.768
2022-10-13,281.129
2022-10-12,278.833
2022-10-11,281.189
2022-10-10,280.761
2022-10-07,282.61
2022-10-06,288.644
2022-10-05,288.107
2022-10-04,287.819
2022-10-03,281.994
2022-09-30,274.281
2022-09-29,276.656
2022-09-28,280.493
2022-09-27,267.074
2022-09-26,264.977
2022-09-23,269.311
2022-09-22,267.522
2022-09-21,269.937
2022-09-20,272.521
2022-09-19,278.734
2022-09-16,274.31
2022-09-15,269.907
2022-09-14,274.678
2022-09-13,276.259
2022-09-12,295.751
2022-09-09,297.967
2022-09-08,298.097
2022-09-07,295.681
2022-09-06,287.799
2022-09-02,290.145
2022-09-01,291.606
2022-08-31,286.686
2022-08-30,289.449
2022-08-29,292.629
2022-08-26,294.387
2022-08-25,305.921
2022-08-24,304.272
2022-08-23,303.077
2022-08-22,308.321
2022-08-19,317.317
2022-08-18,321.159
2022-08-17,321.702
2022-08-16,323.302
2022-08-15,310.691
2022-08-12,310.968
2022-08-11,306.82
2022-08-10,307.698
2022-08-09,301.408
2022-08-08,308.084
2022-08-05,305.832
2022-08-04,303.344
2022-08-03,302.554
2022-08-02,296.964
2022-08-01,302.011
2022-07-29,297.191
2022-07-28,295.898
2022-07-27,295.186
2022-07-26,294.466
2022-07-25,302.336
2022-07-22,302.771
2022-07-21,301.201
2022-07-20,298.534
2022-07-19,296.095
2022-07-18,289.399
2022-07-15,288.767
2022-07-14,285.874
2022-07-13,283.602
2022-07-12,281.569
2022-07-11,282.822
2022-07-08,282.902
2022-07-07,283.119
2022-07-06,280.048
2022-07-05,280.196
2022-07-01,275.604
2022-06-30,270.853
2022-06-29,270.459
2022-06-28,266.785
2022-06-27,279.168
2022-06-24,279.474
2022-06-23,271.99
2022-06-22,265.629
2022-06-21,265.847
2022-06-17,267.358
2022-06-16,270.053
2022-06-15,276.246
2022-06-14,275.199
2022-06-13,279.632
2022-06-10,285.637
2022-06-09,296.125
2022-06-08,293.823
2022-06-07,298.011
2022-06-06,300.104
2022-06-03,301.279
2022-06-02,302.06
2022-06-01,293.487
2022-05-31,297.103
2022-05-27,302.706
2022-05-26,297.161
2022-05-25,288.094
2022-05-24,282.549
2022-05-23,280.694
2022-05-20,281.833
2022-05-19,282.392
2022-05-18,279.86
2022-05-17,295.335
2022-05-16,290.468
2022-05-13,290.507
2022-05-12,284.286
2022-05-11,277.681
2022-05-10,285.728
2022-05-09,291.49
2022-05-06,288.82
2022-05-05,293.53
2022-05-04,309.428
2022-05-03,299.271
2022-05-02,301.245
2022-04-29,294.797
2022-04-28,305.944
2022-04-27,295.973
2022-04-26,294.365
2022-04-25,299.252
2022-04-22,294.512
2022-04-21,304.57
2022-04-20,309.261
2022-04-19,302.058
2022-04-18,294.61
2022-04-14,298.839
2022-04-13,304.629
2022-04-12,300.577
2022-04-11,300.998
2022-04-08,305.307
2022-04-07,297.103
2022-04-06,292.971
2022-04-05,299.173
2022-04-04,299.88
2022-04-01,296.258
2022-03-31,293.746
2022-03-30,302.706
2022-03-29,311.783
2022-03-28,308.417
2022-03-25,304.885
2022-03-24,309.889
2022-03-23,311.136
2022-03-22,323.579
