Date,Close
2023-07-18,154.57
2023-07-17,154.85
2023-07-14,154.66
2023-07-13,154.13
2023-07-12,155.04
2023-07-11,154.65
2023-07-10,154.88
2023-07-07,153.49
2023-07-06,157.11
2023-07-05,158.11
2023-07-03,158.2
2023-06-30,157.18
2023-06-29,154.28
2023-06-28,155.33
2023-06-27,154.49
2023-06-26,155.05
2023-06-23,155.46
2023-06-22,155.75
2023-06-21,154.46
2023-06-20,154.16
2023-06-16,155.53
2023-06-15,157.73
2023-06-14,156.87
2023-06-13,155.3
2023-06-12,154.1
2023-06-09,153.09
2023-06-08,152.17
2023-06-07,150.0
2023-06-06,149.78
2023-06-05,149.8
2023-06-02,148.82
2023-06-01,147.41
2023-05-31,146.87
2023-05-30,146.06
2023-05-26,146.42
2023-05-25,146.16
2023-05-24,147.63
2023-05-23,148.31
2023-05-22,148.59
2023-05-19,149.91
2023-05-18,151.47
2023-05-17,149.53
2023-05-16,149.78
2023-05-15,151.88
2023-05-12,153.07
2023-05-11,153.12
2023-05-10,152.55
2023-05-09,152.98
2023-05-08,152.72
2023-05-05,151.77
2023-05-04,150.47
2023-05-03,150.62
2023-05-02,151.18
2023-05-01,151.59
2023-04-28,150.97
2023-04-27,151.38
2023-04-26,150.91
2023-04-25,151.57
2023-04-24,152.76
2023-04-21,151.73
2023-04-20,150.97
2023-04-19,150.01
2023-04-18,149.85
2023-04-17,149.52
2023-04-14,148.48
2023-04-13,149.49
2023-04-12,149.34
2023-04-11,150.07
2023-04-10,150.51
2023-04-06,150.8
2023-04-05,149.67
2023-04-04,147.23
2023-04-03,148.69
2023-03-31,147.45
2023-03-30,145.67
2023-03-29,144.23
2023-03-28,143.61
2023-03-27,144.17
2023-03-24,141.8
2023-03-23,140.65
2023-03-22,139.52
2023-03-21,140.42
2023-03-20,140.9
2023-03-17,139.4
2023-03-16,138.28
2023-03-15,139.64
2023-03-14,138.1
2023-03-13,137.37
2023-03-10,136.97
2023-03-09,137.17
2023-03-08,138.1
2023-03-07,139.25
2023-03-06,140.65
2023-03-03,140.67
2023-03-02,140.5
2023-03-01,140.15
2023-02-28,142.13
2023-02-27,141.44
2023-02-24,142.47
2023-02-23,142.09
2023-02-22,144.24
2023-02-21,147.33
2023-02-17,146.44
2023-02-16,144.27
2023-02-15,146.57
2023-02-14,145.49
2023-02-13,145.91
2023-02-10,143.72
2023-02-09,141.52
2023-02-08,140.22
2023-02-07,140.98
2023-02-06,140.68
2023-02-03,141.71
2023-02-02,143.62
2023-02-01,144.67
2023-01-31,143.87
2023-01-30,142.15
2023-01-27,143.3
2023-01-26,142.21
2023-01-25,142.34
2023-01-24,143.02
2023-01-23,142.64
2023-01-20,140.54
2023-01-19,138.83
2023-01-18,140.84
2023-01-17,144.41
2023-01-13,145.29
2023-01-12,144.81
2023-01-11,146.13
2023-01-10,144.86
2023-01-09,144.95
2023-01-06,146.78
2023-01-05,143.27
2023-01-04,143.76
2023-01-03,143.6
2022-12-30,141.79
2022-12-29,142.15
2022-12-28,141.29
2022-12-27,143.81
2022-12-23,143.77
2022-12-22,143.48
2022-12-21,145.18
2022-12-20,144.05
2022-12-19,142.8
2022-12-16,142.75
2022-12-15,145.36
2022-12-14,146.67
2022-12-13,147.49
2022-12-12,148.02
2022-12-09,145.31
2022-12-08,148.78
2022-12-07,148.55
2022-12-06,149.327
2022-12-05,151.08
2022-12-02,152.645
2022-12-01,152.794
2022-11-30,151.848
2022-11-29,152.396
2022-11-28,152.933
2022-11-25,152.495
2022-11-23,151.848
2022-11-22,151.12
2022-11-21,150.582
2022-11-18,149.666
2022-11-17,147.444
2022-11-16,147.942
2022-11-15,146.886
2022-11-14,137.87
2022-11-11,142.045
2022-11-10,141.825
2022-11-09,138.946
2022-11-08,142.254
2022-11-07,141.915
2022-11-04,140.441
2022-11-03,140.192
2022-11-02,140.221
2022-11-01,141.158
2022-10-31,141.795
2022-10-28,141.975
2022-10-27,140.201
2022-10-26,140.61
2022-10-25,139.544
2022-10-24,138.886
2022-10-21,136.286
2022-10-20,133.586
2022-10-19,133.258
2022-10-18,133.636
2022-10-17,130.877
2022-10-14,129.94
2022-10-13,131.783
2022-10-12,130.677
2022-10-11,132.172
2022-10-10,128.834
2022-10-07,128.077
2022-10-06,131.185
2022-10-05,132.421
2022-10-04,133.746
2022-10-03,132.032
2022-09-30,129.213
2022-09-29,131.753
2022-09-28,132.61
2022-09-27,130.458
2022-09-26,130.817
2022-09-23,129.572
2022-09-22,132.889
2022-09-21,134.264
2022-09-20,133.048
2022-09-19,133.826
2022-09-16,132.69
2022-09-15,132.969
2022-09-14,134.413
2022-09-13,134.712
2022-09-12,137.551
2022-09-09,136.326
2022-09-08,135.918
2022-09-07,135.23
2022-09-06,131.843
2022-09-02,132.501
2022-09-01,133.975
2022-08-31,132.052
2022-08-30,131.982
2022-08-29,132.381
2022-08-26,131.106
2022-08-25,135.36
2022-08-24,134.463
2022-08-23,133.497
2022-08-22,134.065
2022-08-19,136.505
2022-08-18,138.548
2022-08-17,138.996
2022-08-16,138.847
2022-08-15,132.102
2022-08-12,131.723
2022-08-11,129.332
2022-08-10,128.097
2022-08-09,127.829
2022-08-08,126.58
2022-08-05,125.558
2022-08-04,124.555
2022-08-03,129.446
2022-08-02,131.609
2022-08-01,131.469
2022-07-29,130.983
2022-07-28,128.702
2022-07-27,125.568
2022-07-26,120.995
2022-07-25,130.954
2022-07-22,131.143
2022-07-21,131.479
2022-07-20,129.584
2022-07-19,128.514
2022-07-18,127.73
2022-07-15,128.027
2022-07-14,126.788
2022-07-13,124.357
2022-07-12,124.06
2022-07-11,124.437
2022-07-08,124.387
2022-07-07,124.308
2022-07-06,124.119
2022-07-05,123.246
2022-07-01,121.639
2022-06-30,120.598
2022-06-29,120.935
2022-06-28,121.381
2022-06-27,123.118
2022-06-24,122.721
2022-06-23,122.622
2022-06-22,119.716
2022-06-21,121.183
2022-06-17,117.335
2022-06-16,119.646
2022-06-15,118.416
2022-06-14,118.495
2022-06-13,118.445
2022-06-10,120.717
2022-06-09,120.042
2022-06-08,121.313
2022-06-07,122.374
2022-06-06,123.862
2022-06-03,124.308
2022-06-02,126.48
2022-06-01,124.437
2022-05-31,127.591
2022-05-27,127.443
2022-05-26,124.983
2022-05-25,122.374
2022-05-24,123.128
2022-05-23,121.61
2022-05-20,118.237
2022-05-19,118.109
2022-05-18,121.441
2022-05-17,130.289
2022-05-16,147.013
2022-05-13,146.854
2022-05-12,146.289
2022-05-11,146.428
2022-05-10,147.975
2022-05-09,150.088
2022-05-06,148.352
2022-05-05,151.507
2022-05-04,152.816
2022-05-03,150.733
2022-05-02,150.207
2022-04-29,151.209
