Date,Close
2023-07-18,153.75
2023-07-17,153.44
2023-07-14,153.58
2023-07-13,157.51
2023-07-12,159.64
2023-07-11,158.12
2023-07-10,155.25
2023-07-07,154.22
2023-07-06,152.88
2023-07-05,156.31
2023-07-03,157.21
2023-06-30,157.35
2023-06-29,156.24
2023-06-28,154.92
2023-06-27,153.53
2023-06-26,154.01
2023-06-23,151.35
2023-06-22,152.64
2023-06-21,154.88
2023-06-20,153.68
2023-06-16,157.26
2023-06-15,158.28
2023-06-14,157.09
2023-06-13,158.51
2023-06-12,157.33
2023-06-09,158.86
2023-06-08,159.24
2023-06-07,159.83
2023-06-06,155.79
2023-06-05,155.51
2023-06-02,156.26
2023-06-01,152.16
2023-05-31,150.62
2023-05-30,153.12
2023-05-26,154.08
2023-05-25,154.56
2023-05-24,157.27
2023-05-23,156.85
2023-05-22,152.44
2023-05-19,155.23
2023-05-18,154.01
2023-05-17,155.71
2023-05-16,153.51
2023-05-15,157.2
2023-05-12,156.62
2023-05-11,156.22
2023-05-10,157.09
2023-05-09,159.12
2023-05-08,159.58
2023-05-05,160.21
2023-05-04,156.22
2023-05-03,156.83
2023-05-02,160.04
2023-05-01,167.24
2023-04-28,168.58
2023-04-27,166.95
2023-04-26,165.98
2023-04-25,168.99
2023-04-24,171.48
2023-04-21,169.12
2023-04-20,169.85
2023-04-19,170.68
2023-04-18,170.52
2023-04-17,170.92
2023-04-14,172.44
2023-04-13,172.09
2023-04-12,169.82
2023-04-11,169.22
2023-04-10,168.29
2023-04-06,167.65
2023-04-05,169.88
2023-04-04,169.04
2023-04-03,169.95
2023-03-31,163.16
2023-03-30,162.39
2023-03-29,160.86
2023-03-28,159.49
2023-03-27,157.65
2023-03-24,156.06
2023-03-23,154.52
2023-03-22,156.07
2023-03-21,159.31
2023-03-20,154.58
2023-03-17,152.34
2023-03-16,154.29
2023-03-15,153.8
2023-03-14,160.76
2023-03-13,158.71
2023-03-10,159.67
2023-03-09,160.51
2023-03-08,162.99
2023-03-07,164.03
2023-03-06,166.17
2023-03-03,164.96
2023-03-02,162.56
2023-03-01,162.05
2023-02-28,160.77
2023-02-27,162.82
2023-02-24,162.41
2023-02-23,161.93
2023-02-22,160.35
2023-02-21,161.0
2023-02-17,162.85
2023-02-16,166.57
2023-02-15,169.01
2023-02-14,172.32
2023-02-13,171.01
2023-02-10,171.97
2023-02-09,168.44
2023-02-08,170.0
2023-02-07,174.09
2023-02-06,169.64
2023-02-03,169.45
2023-02-02,169.01
2023-02-01,171.36
2023-01-31,174.02
2023-01-30,174.2
2023-01-27,179.45
2023-01-26,187.79
2023-01-25,179.08
2023-01-24,180.83
2023-01-23,180.66
2023-01-20,180.9
2023-01-19,179.0
2023-01-18,177.23
2023-01-17,180.49
2023-01-13,177.56
2023-01-12,177.08
2023-01-11,175.2
2023-01-10,176.04
2023-01-09,175.18
2023-01-06,176.56
2023-01-05,175.24
2023-01-04,172.14
2023-01-03,173.99
2022-12-30,179.49
2022-12-29,178.32
2022-12-28,176.98
2022-12-27,179.63
2022-12-23,177.4
2022-12-22,172.08
2022-12-21,174.7
2022-12-20,172.67
2022-12-19,169.88
2022-12-16,168.72
2022-12-15,171.04
2022-12-14,172.33
2022-12-13,173.53
2022-12-12,169.75
2022-12-09,168.0
2022-12-08,173.54
2022-12-07,172.52
2022-12-06,172.01
2022-12-05,176.56
2022-12-02,181.03
2022-12-01,182.49
2022-11-30,183.31
2022-11-29,181.03
2022-11-28,178.36
2022-11-25,183.7
2022-11-23,184.24
2022-11-22,185.89
2022-11-21,181.24
2022-11-18,182.99
2022-11-17,184.09
2022-11-16,183.57
2022-11-15,186.607
2022-11-14,185.118
2022-11-11,185.029
2022-11-10,179.908
2022-11-09,176.564
2022-11-08,183.917
2022-11-07,184.185
2022-11-04,182.012
2022-11-03,179.74
2022-11-02,177.13
2022-11-01,180.821
2022-10-31,179.511
2022-10-28,178.598
2022-10-27,176.534
2022-10-26,175.731
2022-10-25,173.587
2022-10-24,171.801
2022-10-21,171.861
2022-10-20,167.663
2022-10-19,166.71
2022-10-18,161.471
2022-10-17,160.072
2022-10-14,158.911
2022-10-13,164.011
2022-10-12,156.43
2022-10-11,155.964
2022-10-10,155.934
2022-10-07,158.802
2022-10-06,160.181
2022-10-05,157.313
2022-10-04,156.42
2022-10-03,150.565
2022-09-30,142.567
2022-09-29,143.659
2022-09-28,144.661
2022-09-27,139.938
2022-09-26,139.878
2022-09-23,143.659
2022-09-22,153.701
2022-09-21,153.82
2022-09-20,155.08
2022-09-19,155.696
2022-09-16,155.249
